"|","|__TotalCellsVisisted","|__ControllerName","|__levelSize","|__GameSpaceSearched","|__GameScore","|__EndGameTick"
"GameData_9_7","156","controllers.singlePlayer.sampleFlatMCTS.Agent","272916","82.53968253968253","1043","1000"
"GameData_13_1","48","controllers.singlePlayer.sampleFlatMCTS.Agent","290625","10.32258064516129","0","2000"
"GameData_9_6","150","controllers.singlePlayer.sampleFlatMCTS.Agent","272916","79.36507936507937","1060","1000"
"GameData_9_5","145","controllers.singlePlayer.sampleFlatMCTS.Agent","272916","76.71957671957672","78","1000"
"GameData_16_9","37","controllers.singlePlayer.sampleFlatMCTS.Agent","122500","75.51020408163265","0","2000"
"GameData_16_7","8","controllers.singlePlayer.sampleFlatMCTS.Agent","122500","16.3265306122449","0","2000"
"GameData_16_8","8","controllers.singlePlayer.sampleFlatMCTS.Agent","122500","16.3265306122449","0","2000"
"GameData_4_0","6","controllers.singlePlayer.sampleFlatMCTS.Agent","360000","4.166666666666666","0","585"
"GameData_16_1","7","controllers.singlePlayer.sampleFlatMCTS.Agent","122500","14.285714285714285","0","2000"
"GameData_4_1","9","controllers.singlePlayer.sampleFlatMCTS.Agent","360000","6.25","0","885"
"GameData_16_2","7","controllers.singlePlayer.sampleFlatMCTS.Agent","122500","14.285714285714285","0","2000"
"GameData_16_0","5","controllers.singlePlayer.sampleFlatMCTS.Agent","122500","10.204081632653061","0","2000"
"GameData_4_4","13","controllers.singlePlayer.sampleFlatMCTS.Agent","360000","9.027777777777777","0","1785"
"GameData_16_5","7","controllers.singlePlayer.sampleFlatMCTS.Agent","122500","14.285714285714285","0","2000"
"GameData_4_5","13","controllers.singlePlayer.sampleFlatMCTS.Agent","360000","9.027777777777777","0","2000"
"GameData_16_6","7","controllers.singlePlayer.sampleFlatMCTS.Agent","122500","14.285714285714285","0","2000"
"GameData_4_2","11","controllers.singlePlayer.sampleFlatMCTS.Agent","360000","7.638888888888889","0","1185"
"GameData_16_3","7","controllers.singlePlayer.sampleFlatMCTS.Agent","122500","14.285714285714285","0","2000"
"GameData_4_3","11","controllers.singlePlayer.sampleFlatMCTS.Agent","360000","7.638888888888889","0","1485"
