"|","|__TotalCellsVisisted","|__ControllerName","|__levelSize","|__GameSpaceSearched","|__GameScore","|__EndGameTick"
"GameData_3_3","185","controllers.singlePlayer.sampleMCTS.Agent","232500","49.73118279569893","-7","1274"
"GameData_15_4","120","controllers.singlePlayer.sampleMCTS.Agent","241472","38.961038961038966","-1","1044"
"GameData_3_4","185","controllers.singlePlayer.sampleMCTS.Agent","232500","49.73118279569893","-6","1994"
"GameData_15_5","123","controllers.singlePlayer.sampleMCTS.Agent","241472","39.935064935064936","2","419"
"GameData_3_9","315","controllers.singlePlayer.sampleMCTS.Agent","232500","84.67741935483872","4","2000"
"GameData_3_7","185","controllers.singlePlayer.sampleMCTS.Agent","232500","49.73118279569893","-3","1437"
"GameData_3_8","185","controllers.singlePlayer.sampleMCTS.Agent","232500","49.73118279569893","2","835"
"GameData_18_7","430","controllers.singlePlayer.sampleMCTS.Agent","456192","488.6363636363637","0","1500"
"GameData_18_8","432","controllers.singlePlayer.sampleMCTS.Agent","456192","490.90909090909093","1","813"
"GameData_18_5","428","controllers.singlePlayer.sampleMCTS.Agent","456192","486.3636363636363","0","1500"
"GameData_18_6","430","controllers.singlePlayer.sampleMCTS.Agent","456192","488.6363636363637","0","1500"
"GameData_18_9","259","controllers.singlePlayer.sampleMCTS.Agent","456192","294.3181818181818","0","1500"
"GameData_10_7","78","controllers.singlePlayer.sampleMCTS.Agent","110592","18.055555555555554","-1","79"
"GameData_10_8","79","controllers.singlePlayer.sampleMCTS.Agent","110592","18.287037037037038","-1","79"
"GameData_18_0","204","controllers.singlePlayer.sampleMCTS.Agent","456192","231.81818181818184","0","1500"
"GameData_10_5","62","controllers.singlePlayer.sampleMCTS.Agent","110592","14.351851851851851","-1","79"
"GameData_10_6","75","controllers.singlePlayer.sampleMCTS.Agent","110592","17.36111111111111","-1","79"
"GameData_6_3","38","controllers.singlePlayer.sampleMCTS.Agent","313632","13.194444444444445","11","176"
"GameData_18_3","397","controllers.singlePlayer.sampleMCTS.Agent","456192","451.1363636363637","1","217"
"GameData_6_2","34","controllers.singlePlayer.sampleMCTS.Agent","313632","11.805555555555555","-1","99"
"GameData_18_4","423","controllers.singlePlayer.sampleMCTS.Agent","456192","480.6818181818182","0","1500"
"GameData_6_1","20","controllers.singlePlayer.sampleMCTS.Agent","313632","6.944444444444445","16","131"
"GameData_10_9","216","controllers.singlePlayer.sampleMCTS.Agent","110592","50","-1","79"
"GameData_18_1","241","controllers.singlePlayer.sampleMCTS.Agent","456192","273.8636363636364","0","1500"
"GameData_6_0","14","controllers.singlePlayer.sampleMCTS.Agent","313632","4.861111111111112","16","142"
"GameData_18_2","385","controllers.singlePlayer.sampleMCTS.Agent","456192","437.5","0","1500"
"GameData_6_7","66","controllers.singlePlayer.sampleMCTS.Agent","313632","22.916666666666664","11","176"
"GameData_6_6","53","controllers.singlePlayer.sampleMCTS.Agent","313632","18.40277777777778","16","114"
"GameData_10_0","31","controllers.singlePlayer.sampleMCTS.Agent","110592","7.175925925925926","-1","79"
"GameData_6_5","48","controllers.singlePlayer.sampleMCTS.Agent","313632","16.666666666666664","-1","99"
"GameData_6_4","39","controllers.singlePlayer.sampleMCTS.Agent","313632","13.541666666666666","-1","99"
"GameData_10_3","62","controllers.singlePlayer.sampleMCTS.Agent","110592","14.351851851851851","-1","79"
"GameData_10_4","62","controllers.singlePlayer.sampleMCTS.Agent","110592","14.351851851851851","-1","79"
"GameData_6_9","241","controllers.singlePlayer.sampleMCTS.Agent","313632","83.68055555555556","11","176"
"GameData_10_1","46","controllers.singlePlayer.sampleMCTS.Agent","110592","10.648148148148149","-1","79"
"GameData_6_8","77","controllers.singlePlayer.sampleMCTS.Agent","313632","26.73611111111111","-1","99"
"GameData_10_2","53","controllers.singlePlayer.sampleMCTS.Agent","110592","12.268518518518519","-1","79"
"GameData_17_8","33","controllers.singlePlayer.sampleMCTS.Agent","288750","7.142857142857142","0","203"
"GameData_17_9","33","controllers.singlePlayer.sampleMCTS.Agent","288750","7.142857142857142","0","373"
"GameData_17_6","32","controllers.singlePlayer.sampleMCTS.Agent","288750","6.926406926406926","1","109"
"GameData_17_7","33","controllers.singlePlayer.sampleMCTS.Agent","288750","7.142857142857142","0","349"
"GameData_17_0","22","controllers.singlePlayer.sampleMCTS.Agent","288750","4.761904761904762","1","215"
"GameData_5_0","124","controllers.singlePlayer.sampleMCTS.Agent","364500","30.617283950617285","11","2000"
"GameData_17_1","27","controllers.singlePlayer.sampleMCTS.Agent","288750","5.844155844155844","0","426"
"GameData_5_3","174","controllers.singlePlayer.sampleMCTS.Agent","364500","42.96296296296296","4","351"
